Unnamed: 0,name,company,year,Price,kms_driven,fuel_type
10920,Tigor 1.2 Revotron XZ Option,Tata,2017,434999,17563,Petrol
10921,Zest Revotron 1.2T XE,Tata,2016,380000,15000,Petrol
10922,Polo Diesel Trendline 1.2L,Volkswagen,2012,200000,82000,Diesel
10923,Figo 1.5D Trend MT,Ford,2016,495000,40000,Diesel
10924,Innova 2.5 Z Diesel 7 Seater BS IV,Toyota,2014,894999,173000,Diesel
10925,XUV500 W6 2WD,Mahindra,2014,600000,151000,Diesel
10926,Brio S MT,Honda,2015,300000,50000,Petrol
10927,Amaze E i-VTEC,Honda,2017,430000,15000,Petrol
10928,Amaze E i-DTEC,Honda,2017,370000,80000,Diesel
10929,Baleno Zeta 1.2,Maruti,2019,750000,11000,Petrol
10930,Alto K10 LXI CNG Optional,Maruti,2016,300000,50000,CNG
10931,X1 sDrive20d,BMW,2012,700000,120000,Diesel
10932,Wagon R LXI DUO BSIII,Maruti,2007,100000,70000,LPG
10933,Grand i10 Sportz,Hyundai,2015,300000,90000,Petrol
10934,Indica Vista Quadrajet VX,Tata,2012,130000,185000,Diesel
10935,i20 Asta Option 1.4 CRDi,Hyundai,2016,650000,40000,Diesel
10936,Swift VDI BSIV,Maruti,2017,509999,25000,Diesel
10937,Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,1000000,117780,Diesel
10938,Verna CRDi SX,Hyundai,2010,280000,120000,Diesel
10939,Swift DDiS VDI,Maruti,2017,600000,120000,Diesel
10940,Rapid 1.6 TDI Ambition,Skoda,2013,210000,120000,Diesel
10941,Q3 2.0 TDI Quattro Premium Plus,Audi,2014,1150000,110000,Diesel
10942,EON Magna Plus,Hyundai,2018,229999,30000,Petrol
10943,EON Magna Plus,Hyundai,2018,245000,30000,Petrol
10944,Scorpio S4 4WD,Mahindra,2015,600000,60000,Diesel
10945,Grand i10 Sportz,Hyundai,2016,375000,25000,Petrol
10946,Scorpio 1.99 S10,Mahindra,2015,150000,55000,Diesel
10947,XUV500 W10 2WD,Mahindra,2018,1450000,20000,Diesel
10948,Ertiga VDI,Maruti,2014,500000,100000,Diesel
10949,Alto LXi,Maruti,2007,75000,40000,Petrol
10950,Sonata AT Leather,Hyundai,2006,225000,80000,Petrol
10951,Sonata 2.4L AT,Hyundai,2006,275000,80000,Petrol
10952,Bolero Power Plus SLX,Mahindra,2018,620000,35000,Diesel
10953,X-Trail SLX MT,Nissan,2010,600000,110000,Diesel
10954,Xylo E8 ABS Airbag BSIV,Mahindra,2011,275000,160000,Diesel
10955,Indigo TDI,Tata,2013,125000,125000,Diesel
10956,Indigo GLS,Tata,2011,80000,62000,Petrol
10957,Micra Diesel XV,Nissan,2011,199000,120000,Diesel
10958,Micra XL,Nissan,2016,440000,33000,Petrol
10959,Swift Dzire LDI,Maruti,2013,250000,80000,Diesel
10960,i20 1.4 Sportz,Hyundai,2017,700000,35000,Diesel
10961,Grand i10 CRDi Asta Option,Hyundai,2015,450000,50000,Diesel
10962,Alto 800 Std Optional,Maruti,2019,240000,5000,Petrol
10963,Xcent 1.2 Kappa SX,Hyundai,2016,350000,12000,Petrol
10964,EcoSport 1.5 TDCi Titanium BSIV,Ford,2016,650000,81595,Diesel
10965,Getz GLS ABS,Hyundai,2005,71000,22000,Petrol
10966,Swift VXI Optional,Maruti,2015,400000,40000,Petrol
10967,Alto LXi BSIII,Maruti,2008,130000,40000,Petrol
10968,Scorpio 2.6 CRDe SLE,Mahindra,2013,300000,70000,Diesel
10969,Kicks XL D BSIV,Nissan,2019,1100000,4000,Diesel
10970,3 Series 320d Luxury Line,BMW,2015,2200000,24000,Diesel
10971,Amaze VX i-VTEC,Honda,2018,800000,13500,Petrol
10972,Ritz VDI (ABS) BS IV,Maruti,2013,490000,40000,Diesel
10973,Jazz 1.2 VX i VTEC,Honda,2018,836000,9700,Petrol
10974,Polo Petrol Comfortline 1.2L,Volkswagen,2012,375000,62000,Petrol
10975,BR-V i-DTEC VX MT,Honda,2016,1249000,24000,Diesel
10976,WR-V i-DTEC VX,Honda,2019,1240000,13000,Diesel
10977,Nano Std BSII,Tata,2009,35000,50000,Petrol
10978,BR-V i-VTEC VX MT,Honda,2017,1068000,36000,Petrol
10979,BR-V i-DTEC VX MT,Honda,2017,1189000,40000,Diesel
10980,Elite i20 Petrol Asta Option,Hyundai,2018,700000,27000,Petrol
10981,Alto K10 VXI,Maruti,2016,350000,40000,Petrol
10982,i10 Magna 1.2,Hyundai,2009,254999,80000,Petrol
10983,Scorpio 2.6 CRDe,Mahindra,2005,229999,221000,Diesel
10984,i20 Asta Option 1.4 CRDi,Hyundai,2016,750000,80000,Diesel
10985,Ritz VDi,Maruti,2012,325000,119000,Diesel
10986,Innova 2.5 G4 Diesel 7-seater,Toyota,2009,760000,190000,Diesel
10987,Celerio ZXI AT,Maruti,2017,509999,25000,Petrol
10988,Micra XL,Nissan,2013,363000,28740,Petrol
10989,Alto K10 LXI,Maruti,2010,229999,48500,Petrol
10990,Sunny XL,Nissan,2012,290000,110000,Petrol
10991,Swift VXI,Maruti,2018,550000,30000,Petrol
10992,Indica Vista TDI LX,Tata,2011,125000,120000,Diesel
10993,XC60 D5 Inscription,Volvo,2014,2000000,130000,Diesel
10994,Innova 2.5 G4 Diesel 7-seater,Toyota,2008,350000,140000,Diesel
10995,Verna 1.6 SX CRDi (O),Hyundai,2011,390000,90000,Diesel
10996,Wagon R VXI Minor ABS,Maruti,2010,260000,50000,Petrol
10997,Omni BSIII 8-STR W/ IMMOBILISER,Maruti,2008,150000,50000,Petrol
10998,Esteem Vxi - BSIII,Maruti,2006,85000,60000,Petrol
10999,Alto 800 LXI,Maruti,2015,280000,15000,Petrol
11000,Celerio VXI,Maruti,2015,220000,45000,Petrol
11001,Santro Xing XG,Hyundai,2005,140000,80000,Petrol
11002,Wagon R AMT VXI Option,Maruti,2018,370000,15000,Petrol
11003,Swift Dzire VDI,Maruti,2019,650000,20000,Diesel
11004,Alto 800 LX,Maruti,2017,280000,37000,Petrol
11005,Swift Dzire VDI,Maruti,2016,540000,80000,Diesel
11006,Classic 2000 Dsz,Ambassador,2002,50000,120000,Diesel
11007,Ciaz Sigma BSIV,Maruti,2018,800000,20000,Petrol
11008,Figo 1.5D Titanium MT,Ford,2016,515000,25000,Diesel
11009,i20 1.2 Magna,Hyundai,2010,220000,96000,Petrol
11010,i20 Asta (o),Hyundai,2014,525000,54000,Petrol
11011,Spark 1.0 LT Option Pack w/ Airbag,Chevrolet,2013,165000,53000,Petrol
11012,Linea 1.3 Emotion,Fiat,2010,221000,65000,Diesel
11013,Beat LT,Chevrolet,2015,245000,43000,Petrol
11014,Figo 1.2P Titanium Plus MT,Ford,2012,260000,42000,Petrol
11015,Superb Elegance 2.0 TDI CR AT,Skoda,2011,550000,73000,Diesel
11016,Grand i10 1.2 Kappa Era,Hyundai,2015,434999,29000,Petrol
11017,Safari Storme EX,Tata,2013,450000,95000,Diesel
11018,Sail 1.2 Base,Chevrolet,2014,290000,25000,Petrol
11019,Vento 1.0 TSI Highline Plus,Volkswagen,2011,305000,53000,Petrol
11020,Classic 1.6 Duratec LXI,Ford,2011,265000,20000,Petrol
11021,Brio 1.2 S MT,Honda,2014,325000,57000,Petrol
11022,Cruze LTZ,Chevrolet,2014,550000,52000,Diesel
11023,Zen Estilo LXI BSIII,Maruti,2008,105000,40000,Petrol
11024,Brio 1.2 S MT,Honda,2012,275000,47000,Petrol
11025,City 1.5 V MT,Honda,2012,434999,47000,Petrol
11026,Verna 1.6 CRDi SX,Hyundai,2016,690000,73000,Diesel
11027,Brio V MT,Honda,2012,249000,42000,Petrol
11028,EON D Lite Plus,Hyundai,2012,204999,60000,Petrol
11029,Beat Diesel LT,Chevrolet,2012,200000,50000,Diesel
11030,Wagon R VXI Optional,Maruti,2015,190000,120000,Petrol
11031,Alto LXi,Maruti,2012,150000,50000,Petrol
11032,Zen LX,Maruti,1999,70000,70000,Petrol
11033,Bolero Power Plus SLX,Mahindra,2018,900000,25000,Diesel
11034,Ertiga ZXI AT Petrol,Maruti,2019,950000,11000,Petrol
11035,Swift Dzire VXI,Maruti,2013,475000,80000,Petrol
11036,800 Std,Maruti,1998,55000,80000,Petrol
11037,Fiesta Titanium 1.5 TDCi,Ford,2013,450000,75000,Diesel
11038,5 Series 525d Sedan,BMW,2009,1200000,45000,Diesel
11039,Bolero SLX,Mahindra,2007,300000,100000,Diesel
11040,City i DTEC E,Honda,2014,350000,60000,Diesel
11041,Indica Vista Quadrajet LS,Tata,2011,229999,160000,Diesel
11042,Creta 1.6 Gamma SX Plus,Hyundai,2015,821000,50000,Petrol
11043,Alto K10 VXI,Maruti,2014,200000,80000,Petrol
11044,Scorpio 1.99 S10,Mahindra,2017,1000000,60000,Diesel
11045,Alto 800 VXI,Maruti,2016,220000,60000,Petrol
11046,Figo Aspire 1.5 TDCi Trend,Ford,2015,459999,148620,Diesel
11047,SX4 ZDI,Maruti,2012,310000,70000,Diesel
11048,Elite i20 Diesel Asta Option,Hyundai,2018,815000,42000,Diesel
11049,Verna 1.6 CRDI SX Option,Hyundai,2017,1200000,40000,Diesel
11050,Optra Magnum 2.0 LT,Chevrolet,2011,170000,150000,Diesel
11051,S-Cross Alpha DDiS 200 SH,Maruti,2017,1000000,30000,Diesel
11052,Santro Xing GLS,Hyundai,2010,155000,90000,Petrol
11053,TUV 300 T6 Plus,Mahindra,2017,400000,120000,Diesel
11054,Quanto C4,Mahindra,2016,400000,80000,Diesel
11055,Indica Vista Aura 1.3 Quadrajet BSIV,Tata,2010,250000,80000,Diesel
11056,Indigo GLX,Tata,2008,150000,50000,Petrol
11057,Santro LP zipPlus,Hyundai,2002,80000,70000,Petrol
11058,SX4 ZXI AT,Maruti,2009,130000,120000,Petrol
11059,Vento 1.5 TDI Comfortline AT,Volkswagen,2014,325000,70000,Diesel
11060,Jetta 2.0L TDI Highline AT,Volkswagen,2012,735000,55300,Diesel
11061,Indica Vista Quadrajet 90 VX,Tata,2012,285000,74300,Diesel
11062,City VX MT,Honda,2010,350000,48781,Petrol
11063,Jetta 1.9 Highline TDI,Volkswagen,2010,290000,87620,Diesel
11064,Vento 1.5 TDI Highline Plus AT,Volkswagen,2017,890000,40219,Diesel
11065,Jazz VX,Honda,2011,385000,11473,Petrol
11066,Eeco 5 Seater AC BSIV,Maruti,2017,425000,8352,Petrol
11067,Wagon R VXI AMT1.2BSIV,Maruti,2017,525000,9745,Petrol
11068,Grand i10 Asta,Hyundai,2017,550000,9748,Petrol
11069,Polo 1.0 MPI Trendline,Volkswagen,2012,271000,49000,Petrol
11070,Creta 1.6 CRDi SX Option,Hyundai,2018,1490000,20694,Diesel
11071,Grand i10 Asta Option,Hyundai,2015,490000,31080,Petrol
11072,EON Era Plus,Hyundai,2014,260000,37605,Petrol
11073,Xcent 1.1 CRDi SX Option,Hyundai,2014,455000,55850,Diesel
11074,Nano Lx BSIV,Tata,2010,75000,58850,Petrol
11075,Etios Cross 1.2L G,Toyota,2015,421000,23839,Petrol
11076,Swift DDiS LDI,Maruti,2016,550000,54000,Diesel
11077,i10 Sportz 1.2 AT,Hyundai,2013,330000,38000,Petrol
11078,Vento 1.5 TDI Comfortline,Volkswagen,2012,390000,45454,Diesel
11079,Rapid 1.5 TDI AT Ambition,Skoda,2015,599000,46957,Diesel
11080,Elite i20 Sportz Plus CVT BSIV,Hyundai,2019,738000,8000,Petrol
11081,Alto K10 VXI,Maruti,2016,300000,30000,Petrol
11082,Indica Vista Quadrajet LX,Tata,2012,150000,110000,Diesel
11083,Innova 2.5 G4 Diesel 7-seater,Toyota,2007,440000,223000,Diesel
11084,Vento IPL II Diesel Trendline,Volkswagen,2011,280000,110000,Diesel
11085,Santro GS,Hyundai,2006,100000,120000,Petrol
11086,Swift VXi BSIV,Maruti,2008,150000,100000,Petrol
11087,Swift Dzire VDI,Maruti,2014,380000,100000,Diesel
11088,Alto LX,Maruti,2006,90000,60000,Petrol
11089,Scorpio VLS 2.2 mHawk,Mahindra,2008,300000,270000,Diesel
11090,Fabia 1.2 TDI Active,Skoda,2011,275000,60000,Diesel
11091,Zen Estilo Sports,Maruti,2009,180000,41090,Petrol
11092,Swift VDI,Maruti,2012,225000,296823,Diesel
11093,Alto 800 LXI,Maruti,2014,200000,40000,Petrol
11094,Corolla Altis G,Toyota,2011,500000,40000,Petrol
11095,Fiesta 1.6 Duratec S,Ford,2010,300000,70000,Petrol
11096,Verna 1.6 CRDi SX,Hyundai,2015,765000,80000,Diesel
11097,Swift Dzire VDI,Maruti,2017,650000,90000,Diesel
11098,Wagon R VXI Plus Optional,Maruti,2017,380000,19000,Petrol
11099,Swift Dzire VDI,Maruti,2014,480000,110000,Diesel
11100,Jeep MM 540,Mahindra,1996,200000,60000,Diesel
11101,Wagon R VXI Plus Optional,Maruti,2017,380000,19000,Petrol
11102,Zen Estilo LXI Green (CNG),Maruti,2010,145000,68000,CNG
11103,Ritz VDi,Maruti,2011,280000,120000,Diesel
11104,Swift Dzire VDI,Maruti,2014,254999,30000,Diesel
11105,Bolt Revotron XE,Tata,2016,300000,90000,Petrol
11106,Swift VDI BSIV,Maruti,2015,480000,140000,Diesel
11107,Rapid Monte Carlo 1.6 MPI AT BSIV,Skoda,2017,850000,44500,Petrol
11108,i20 Asta 1.4 CRDi,Hyundai,2014,350000,52000,Diesel
11109,i20 Active 1.2 SX,Hyundai,2016,650000,26000,Petrol
11110,i20 Active 1.2 SX,Hyundai,2016,650000,26000,Petrol
11111,New Safari 4X2,Tata,2007,550000,80000,Petrol
11112,Celerio VXI,Maruti,2015,300000,35000,Petrol
11113,Swift 1.3 VXi,Maruti,2008,150000,60000,Petrol
11114,Grand i10 Sportz,Hyundai,2014,300000,120000,Petrol
11115,Santro Xing XG,Hyundai,2004,80000,58000,Petrol
11116,Manza Club Class Quadrajet90 LS,Tata,2014,200000,100000,Diesel
11117,EON Magna Plus,Hyundai,2016,220000,43700,Petrol
11118,Indica GLS BS IV,Tata,2009,68000,120000,Petrol
11119,Manza ELAN Quadrajet BS IV,Tata,2011,180000,80000,Diesel
11120,EON Era Plus,Hyundai,2017,290000,20000,Petrol
11121,Eeco 5 Seater AC BSIV,Maruti,2018,300000,25000,Petrol
11122,City i DTec SV,Honda,2014,600000,27483,Diesel
11123,Swift LXI,Maruti,2019,470000,8000,Petrol
11124,i10 Sportz 1.2,Hyundai,2008,150000,30000,Petrol
11125,Swift VVT VXI,Maruti,2017,400000,30000,Petrol
11126,Fiesta 1.4 ZXi TDCi ABS,Ford,2009,110000,100000,Diesel
11127,Alto 800 LXI,Maruti,2014,180000,56207,Petrol
11128,i20 Sportz Petrol,Hyundai,2010,250000,40000,Petrol
11129,Zen LXI,Maruti,2006,80000,70000,Petrol
11130,WR-V i-VTEC VX,Honda,2018,875000,1440,Petrol
11131,Grand i10 Sportz,Hyundai,2015,425000,12000,Petrol
11132,Alto 800 LXI,Maruti,2019,300000,50000,Petrol
11133,Amaze VX i-DTEC,Honda,2016,700000,35000,Diesel
11134,Zen Estilo VXI BSIV,Maruti,2010,130000,50000,Petrol
11135,Ertiga SHVS ZDI Plus,Maruti,2017,1000000,60000,Diesel
11136,Swift Dzire ZDI,Maruti,2017,650000,67000,Diesel
11137,Duster Petrol RxL,Renault,2013,400000,100000,Petrol
11138,TUV 300 mHAWK100 T8,Mahindra,2017,800000,60000,Diesel
11139,Bolero Power Plus SLX,Mahindra,2017,675000,70000,Diesel
11140,Omni E MPI STD BS IV,Maruti,2017,210000,50000,Petrol
11141,New Safari DICOR 2.2 EX 4x2,Tata,2009,150000,120000,Diesel
11142,Omni CNG,Maruti,2007,45000,100000,CNG
11143,i20 Sportz 1.2,Hyundai,2015,516000,90000,Petrol
11144,i20 Sportz 1.2,Hyundai,2014,450000,80000,Petrol
11145,Spark 1.0 LS,Chevrolet,2012,134000,90000,Petrol
11146,Etios VD,Toyota,2014,509999,157000,Diesel
11147,Polo 1.2 MPI Comfortline,Volkswagen,2016,500000,20000,Petrol
11148,Zen Estilo 1.1 LXI BSIII,Maruti,2008,130000,80000,Petrol
11149,Swift ZDi BSIV,Maruti,2015,575000,60000,Diesel
11150,Elite i20 Sportz Plus BSIV,Hyundai,2015,550000,49000,Petrol
11151,Indica Vista Terra TDI BSIII,Tata,2009,145000,89255,Diesel
11152,Alto 800 LXI,Maruti,2020,347000,5000,Petrol
11153,Indica Vista Quadrajet VX,Tata,2013,275000,110000,Diesel
11154,Innova 2.5 V Diesel 8-seater,Toyota,2010,630000,200000,Diesel
11155,Beat Diesel,Chevrolet,2012,160000,90000,Diesel
11156,Grande Punto 1.3 Dynamic (Diesel),Fiat,2010,150000,63000,Diesel
11157,Mobilio S i VTEC,Honda,2015,550000,23000,Petrol
11158,Quanto C6,Mahindra,2013,349000,100000,Diesel
11159,Bolero DI DX 8 Seater,Mahindra,2004,229999,168000,Diesel
11160,Indica Vista Aqua 1.4 TDI,Tata,2008,110000,90000,Diesel
11161,Wagon R LXI Minor,Maruti,2008,110000,70000,Petrol
11162,KWID RXE,Renault,2018,245000,5550,Petrol
11163,Alto K10 VXI,Maruti,2014,180000,100000,Petrol
11164,Wagon R VXI BS IV,Maruti,2014,290000,80000,Petrol
11165,i20 Magna,Hyundai,2010,250000,40000,Petrol
11166,Indigo TDI,Tata,2010,150000,100000,Diesel
11167,800 AC BSII,Maruti,2004,55000,35000,Petrol
11168,Laura L n K 1.9 PD,Skoda,2006,500000,75000,Diesel
11169,Quanto C4,Mahindra,2013,290000,150000,Diesel
11170,Santro Magna AMT BSIV,Hyundai,2019,400000,16000,Petrol
11171,Alto STD,Maruti,2009,72000,70000,Petrol
11172,Ritz VDi,Maruti,2014,250000,115000,Diesel
11173,Swift AMT VXI,Maruti,2019,575000,25000,Petrol
11174,Seltos HTK Plus AT D,Kia,2019,1300000,10000,Diesel
11175,Santro Magna BSIV,Hyundai,2019,425000,15000,Petrol
11176,Eeco CNG 5 Seater AC BSIV,Maruti,2019,470000,10000,CNG
11177,Etios VX,Toyota,2012,220000,80000,Petrol
11178,Alto 800 LXI,Maruti,2020,310000,1700,Petrol
11179,Figo 1.5D Trend MT,Ford,2016,400000,45217,Diesel
11180,Vento Diesel Comfortline,Volkswagen,2012,215000,97000,Diesel
11181,EON Magna Plus,Hyundai,2018,310000,20000,Petrol
11182,Ciaz ZDi Plus SHVS,Maruti,2017,750000,50000,Diesel
11183,New Safari DICOR 2.2 EX 4x2,Tata,2009,204999,120000,Diesel
11184,Swift 1.3 VXi,Maruti,2010,260000,50000,Petrol
11185,Alto LXi,Maruti,2012,180000,40000,Petrol
11186,Renault Logan 1.5 DLE Diesel,Mahindra,2007,125000,110000,Diesel
11187,Swift VDI BSIV,Maruti,2014,420000,155000,Diesel
11188,Alto K10 LXI,Maruti,2011,220000,70000,Petrol
11189,Alto K10 2010-2014 VXI,Maruti,2010,200000,70000,Petrol
11190,Ikon 1.4 TDCi DuraTorq,Ford,2009,130000,100000,Diesel
11191,Tiago XT,Tata,2016,335000,41000,Petrol
11192,Endeavour Titanium Plus 4X4,Ford,2017,2650000,60000,Diesel
11193,Endeavour 3.2 Titanium AT 4X4,Ford,2018,2675000,56000,Diesel
11194,Endeavour Titanium Plus 4X4,Ford,2017,2675000,60000,Diesel
11195,City V AT,Honda,2011,434999,97000,Petrol
11196,City i VTEC S,Honda,2014,500000,60000,Petrol
11197,Alto K10 VXI Airbag,Maruti,2017,290000,60000,Petrol
11198,Ecosport 1.5 Ti VCT AT Titanium,Ford,2014,475000,48000,Petrol
11199,Swift Dzire VDi,Maruti,2009,270000,190000,Diesel
11200,Xcent 1.2 VTVT S,Hyundai,2019,600000,80000,Petrol
11201,i20 Asta 1.4 CRDi,Hyundai,2013,300000,70000,Diesel
11202,Jetta 2.0L TDI Comfortline,Volkswagen,2012,415000,80000,Diesel
11203,Vitara Brezza ZDi Plus AMT,Maruti,2018,800000,30000,Diesel
11204,Grand i10 Sportz,Hyundai,2016,420000,44440,Petrol
11205,Creta 1.6 CRDi SX Plus,Hyundai,2018,1250000,30000,Diesel
11206,Swift VDI BSIV,Maruti,2011,270000,120000,Diesel
11207,Grand i10 CRDi Sportz,Hyundai,2015,390000,80000,Diesel
11208,Laura Ambiente 2.0 TDI CR MT,Skoda,2012,400000,110000,Diesel
11209,Fiesta 1.4 ZXi Leather,Ford,2007,100000,170000,Petrol
11210,A6 2.7 TDI,Audi,2010,850000,46000,Diesel
11211,Cruze LTZ AT,Chevrolet,2012,359000,120000,Diesel
11212,Swift Dzire ZDI,Maruti,2015,470000,91365,Diesel
11213,Swift Dzire VDI,Maruti,2013,360000,90010,Diesel
11214,Ertiga VDI,Maruti,2013,250999,80000,Diesel
11215,Nano Lx BSIV,Tata,2012,45000,35000,Petrol
11216,Wagon R VXI BSII,Maruti,2006,75000,80000,Petrol
11217,Swift Dzire VDI,Maruti,2013,495000,31800,Diesel
11218,Wagon R CNG LXI,Maruti,2013,310000,59100,CNG
11219,Jazz 1.2 V i VTEC,Honda,2016,540000,31200,Petrol
11220,Ciaz VDi Plus SHVS,Maruti,2016,665000,51000,Diesel
11221,i20 Magna 1.4 CRDi (Diesel),Hyundai,2013,425000,22700,Diesel
11222,A4 2.0 TDI,Audi,2011,1295000,58000,Diesel
11223,Ciaz VDI SHVS,Maruti,2016,675000,50900,Diesel
11224,Vitara Brezza ZDi Plus Dual Tone,Maruti,2018,980000,10000,Diesel
11225,Beat Diesel LS,Chevrolet,2014,320000,60000,Diesel
11226,Ritz VXI,Maruti,2011,250000,80000,Petrol
11227,Baleno Zeta 1.3,Maruti,2016,600000,72000,Diesel
11228,Xcent 1.2 Kappa S,Hyundai,2016,300000,96000,Petrol
11229,Beat Diesel LS,Chevrolet,2014,305000,66000,Diesel
11230,New Safari DICOR 2.2 GX 4x2 BS IV,Tata,2012,270000,80000,Diesel
11231,Fluence 1.5,Renault,2012,300000,90000,Diesel
11232,Wagon R LXI Minor,Maruti,2009,106000,70000,Petrol
11233,Accent GLS 1.6 ABS,Hyundai,2006,90000,75000,Petrol
11234,Tiago 1.2 Revotron XZ,Tata,2019,539000,2417,Petrol
11235,Fiesta 1.4 ZXi TDCi ABS,Ford,2009,110000,100000,Diesel
11236,EON Era Plus Option,Hyundai,2016,250000,30000,Petrol
11237,i20 Asta (o),Hyundai,2009,300000,50000,Petrol
11238,Scorpio BSIV,Mahindra,2018,707000,60000,Diesel
11239,Getz GLS,Hyundai,2007,95000,120000,Petrol
11240,Eeco CNG 5 Seater AC BSIV,Maruti,2020,495000,7000,CNG
11241,Indigo TDI,Tata,2012,200000,35000,Diesel
11242,A-Star Vxi,Maruti,2009,110000,110000,Petrol
11243,Alto LXi,Maruti,2008,100000,130000,Petrol
11244,Alto 800 LX,Maruti,2016,150000,25000,Petrol
11245,Etios 1.5 V,Toyota,2016,509999,35000,Petrol
11246,Ikon 1.3 Flair,Ford,2005,50000,80000,Petrol
11247,Aveo 1.4,Chevrolet,2007,85000,70000,Petrol
11248,Grand i10 1.2 Kappa Magna BSIV,Hyundai,2018,475000,23000,Petrol
11249,Polo 1.2 MPI Highline,Volkswagen,2014,425000,40000,Petrol
11250,5 Series 530i,BMW,2006,480000,110000,Petrol
11251,S-Cross Delta DDiS 200 SH,Maruti,2019,950000,10000,Diesel
11252,Swift Dzire VDI,Maruti,2015,535000,80000,Diesel
11253,Verna CRDi SX ABS,Hyundai,2009,325000,25000,Diesel
11254,Wagon R Stingray VXI,Maruti,2013,270000,74000,Petrol
11255,Celerio VXI,Maruti,2015,300000,60000,Petrol
11256,Vento Diesel Trendline,Volkswagen,2011,325000,70000,Diesel
11257,New Safari DICOR 2.2 EX 4x2,Tata,2010,350000,100000,Diesel
11258,Verna CRDi SX,Hyundai,2008,229999,146000,Diesel
11259,Swift Dzire LDi,Maruti,2012,325000,120000,Diesel
11260,Wagon R LXI,Maruti,2005,70000,70000,Petrol
11261,Laura Ambiente,Skoda,2008,190000,120000,Diesel
11262,Cruze LTZ,Chevrolet,2011,345000,65500,Diesel
11263,Scorpio 1.99 S10,Mahindra,2016,1025000,70000,Diesel
11264,Alto 800 LXI,Maruti,2012,120000,50000,Petrol
11265,Alto LXi BSIII,Maruti,2009,114999,90000,Petrol
11266,City 1.5 S MT,Honda,2009,300000,120000,Petrol
11267,Celerio VXI,Maruti,2016,340000,56000,Petrol
11268,Wagon R LXI,Maruti,2005,90000,70000,Petrol
11269,Alto LX,Maruti,2006,150000,140300,Petrol
11270,Alto K10 2010-2014 VXI,Maruti,2010,115999,70000,Petrol
11271,Etios Liva 1.4 VD,Toyota,2017,425000,36000,Diesel
11272,Amaze VX O iDTEC,Honda,2017,550000,12997,Diesel
11273,Ciaz 1.4 AT Zeta,Maruti,2017,500000,40000,Petrol
11274,Quanto C8,Mahindra,2013,300000,25000,Diesel
11275,Verna CRDi 1.6 SX Option,Hyundai,2018,1150000,26430,Diesel
11276,Swift 1.3 VXI ABS,Maruti,2015,475000,24600,Petrol
11277,Wagon R LXI,Maruti,2011,260000,28481,Petrol
11278,Ecosport 1.0 Ecoboost Titanium Optional,Ford,2013,350000,100000,Petrol
11279,XUV500 W8 2WD,Mahindra,2013,750000,41988,Diesel
11280,KWID Climber 1.0 AMT BSIV,Renault,2017,350000,7658,Petrol
11281,Wagon R LXI,Maruti,2009,180000,30375,Petrol
11282,Swift Dzire VDI,Maruti,2017,611000,34400,Diesel
11283,KWID RXL BSIV,Renault,2017,325000,18500,Petrol
11284,EON 1.0 Era Plus,Hyundai,2012,225000,48000,Petrol
11285,Wagon R AMT VXI,Maruti,2014,300000,28942,Petrol
11286,Bolero Power Plus SLX,Mahindra,2017,400000,50000,Diesel
11287,XUV500 W8 2WD,Mahindra,2012,711000,53600,Diesel
11288,Innova 2.5 G (Diesel) 8 Seater,Toyota,2015,851000,53652,Diesel
11289,Wagon R VXI,Maruti,2016,375000,23000,Petrol
11290,Zen Estilo LXI BSIII,Maruti,2007,275000,10211,Petrol
11291,Scorpio 2.6 SLX Turbo 7 Seater,Mahindra,2005,120000,120000,Diesel
11292,Celerio ZDi,Maruti,2015,350000,120000,Diesel
11293,Celerio ZXI,Maruti,2017,409999,35000,Petrol
11294,Verna 1.6 SX,Hyundai,2012,500000,130000,Diesel
11295,Sunny Diesel XL,Nissan,2013,220000,90000,Diesel
11296,Fiesta 1.6 Duratec EXI Ltd,Ford,2008,120000,80000,Petrol
11297,Santro Xing XK,Hyundai,2007,70000,55000,Petrol
11298,Swift Dzire ZXI Plus,Maruti,2017,800000,15000,Petrol
11299,Swift Dzire VDI,Maruti,2014,450000,260000,Diesel
11300,Scorpio SLE BSIV,Mahindra,2012,525000,145000,Diesel
11301,GO Plus Remix Limited Edition,Datsun,2016,300000,35000,Petrol
11302,i10 Magna,Hyundai,2008,195000,56000,Petrol
11303,Fiesta Classic 1.4 SXI Duratorq,Ford,2007,130000,98000,Diesel
11304,Etios VD,Toyota,2011,300000,135000,Diesel
11305,Alto VXi,Maruti,2002,120000,60000,Petrol
11306,Innova 2.5 G3,Toyota,2010,450000,120000,Diesel
11307,Indigo LS,Tata,2010,160000,102000,Diesel
11308,Bolero Power Plus Plus AC BSIV PS,Mahindra,2018,800000,35000,Diesel
11309,800 AC,Maruti,2013,100000,80000,Petrol
11310,Polo GTI,Volkswagen,2017,825000,13599,Petrol
11311,Alto 800 LXI,Maruti,2015,265000,32933,Petrol
11312,Wagon R LXI,Maruti,2008,175000,54551,Petrol
11313,Omni 8 Seater BSIV,Maruti,2014,250999,57112,Petrol
11314,Xcent 1.2 VTVT S AT,Hyundai,2015,471000,41025,Petrol
11315,Swift Dzire LDI,Maruti,2019,650000,5000,Diesel
11316,Swift Dzire LDI,Maruti,2019,650000,5000,Diesel
